Gene	sgRNAs included	KBM7 CS	KBM7 adjusted p-value	K562 CS	K562 adjusted p-value	Jiyoye CS	Jiyoye adjusted p-value	Raji CS	Raji adjusted p-value
SVIL	9	-0.152	0.898673545	0.040	0.381020293	0.085	0.922224813	-0.081	0.946041534
SVIP	8	0.176	0.703347177	0.250	0.367591975	0.408	0.28415012	0.419	0.027267573
SVOPL	7	0.249	0.733507574	-0.925	0.661482083	0.290	0.523590642	-0.169	0.917676742
SWAP70	10	0.149	0.620710989	0.090	0.551869781	-0.013	0.967275209	-0.465	0.190502405
SWI5	10	-0.347	0.306839612	-0.926	0.22723121	-0.254	0.626559052	0.101	0.598518222
SWSAP1	10	-0.477	0.273799748	0.022	0.860654171	-0.031	0.943601961	0.285	0.337998769
SWT1	9	0.037	0.386591902	0.119	0.562205206	0.178	0.613385689	0.095	0.883671612
SYAP1	9	0.150	0.802266373	0.318	0.20396806	0.578	0.208860702	0.283	0.314516544
SYBU	10	0.125	0.505676418	0.130	0.369416594	0.166	0.615623189	0.508	0.066340118
SYCE1	10	0.075	0.714516007	-0.241	0.876752172	0.198	0.452573078	0.028	0.644101566
SYCE1L	10	0.164	0.633607254	0.364	0.083833376	0.112	0.774139094	0.393	0.45073211
SYCE2	9	-0.172	0.298298926	-0.113	0.615654823	-0.016	0.843645461	-0.199	0.87646526
SYCE3	10	0.147	0.337304786	0.177	0.33886885	0.080	0.875272196	0.284	0.229022302
SYCN	10	0.043	0.552935128	-0.004	0.671779467	0.380	0.071558062	0.005	0.775427483
SYCP1	8	-0.032	0.557986879	-0.484	0.250129936	-0.076	0.967275209	0.199	0.425646374
SYCP2	10	0.156	0.463637598	0.480	0.059578135	0.198	0.420163053	0.416	0.101337907
SYCP2L	10	0.242	0.197711242	0.026	0.582248116	0.134	0.452573078	0.208	0.411252715
SYCP3	10	0.075	0.388887335	0.214	0.694959905	0.322	0.08294325	0.190	0.478531775
SYDE1	10	-0.058	0.762809533	-1.060	0.20396806	-0.375	0.952265507	-0.250	0.905245428
SYDE2	8	-0.036	0.720744282	0.121	0.409962454	0.233	0.823938668	0.322	0.376256353
SYF2	8	-1.251	0.015704278	-1.795	0.055366386	-1.031	0.052263948	-1.286	0.091584558
SYK	9	-0.032	0.916876818	-0.094	0.767793338	-0.394	0.12081213	-0.782	0.161269174
SYMPK	9	-1.311	0.000765077	-1.473	0.055046091	-1.534	0.016863954	-1.736	0.018791643
SYN1	10	0.123	0.510968073	0.014	0.623697124	0.156	0.595282127	0.026	0.439249909
SYN3	10	-0.722	0.781167517	-0.908	0.305097796	-0.594	0.972306388	-0.467	0.995895604
SYNC	8	-0.666	0.730868277	-1.857	0.096584483	-0.425	0.891370499	-0.165	0.684273748
SYNCRIP	10	-0.426	0.302181157	-1.037	0.307664553	-0.470	0.618701059	-0.905	0.266458359
SYNDIG1	9	-0.014	0.775233116	-0.292	0.823699492	0.021	0.865316505	0.275	0.39086436
SYNDIG1L	9	-0.609	0.503375333	-1.129	0.640275479	-0.175	0.746982367	-0.374	0.827818991
SYNE1	9	-0.033	0.785488603	-0.019	0.681060121	-0.023	0.956261277	0.117	0.625442635
SYNE2	9	0.183	0.385772794	0.294	0.226201897	0.164	0.769754622	0.122	0.841784425
SYNE3	9	0.190	0.54824055	-0.306	0.945533986	-0.080	0.925513821	-0.305	0.552755678
SYNE4	9	0.089	0.522620621	-0.149	0.900141782	0.107	0.613385689	-0.138	0.888817823
SYNGAP1	9	-0.178	0.684291085	-0.801	0.761766794	-0.095	0.77989481	-0.206	0.507282437
SYNGR1	10	0.191	0.291921176	-0.270	0.801001892	0.015	0.886925601	-0.073	0.976324012
SYNGR2	10	0.148	0.312711892	-0.546	0.843601035	-0.258	0.937595085	0.052	0.99049048
SYNGR3	9	0.037	0.754414473	-0.206	0.921038212	0.325	0.332562964	0.081	0.807669949
SYNGR4	9	-0.013	0.37062456	-0.716	0.263945623	-0.440	0.790985148	-0.860	0.478492192
SYNJ1	10	-0.264	0.871721315	-0.063	0.912441962	-0.798	0.055076426	-0.376	0.419271773
SYNJ2	8	-0.573	0.998398106	-1.325	0.582611937	-0.334	0.998950146	-1.039	0.363359634
SYNJ2BP	10	0.311	0.039318341	0.603	0.009642738	0.222	0.85695193	0.188	0.887504535
SYNPO	10	-0.233	0.78290496	-0.387	0.985670471	-0.270	0.98287195	-0.250	0.84365482
SYNPO2	9	-0.129	0.963978285	-0.136	0.768453117	0.040	0.958444821	-0.371	0.977892111
SYNPO2L	10	-0.257	0.992086342	-1.122	0.008096759	-0.407	0.774962954	-0.553	0.065562387
SYNPR	9	0.017	0.859045725	0.448	0.081337172	0.155	0.827566684	0.353	0.512242826
SYNRG	9	-0.305	0.48264411	-0.185	0.943663241	0.018	0.78912377	-0.421	0.832462386
SYP	9	0.185	0.341822775	0.186	0.424176912	0.159	0.392419083	0.371	0.133010192
SYPL1	10	0.131	0.593115018	0.182	0.135301771	0.386	0.411515531	0.093	0.529047824
SYPL2	8	-0.281	0.478320937	-0.927	0.393652427	0.048	0.990844273	-0.247	0.738704833
SYS1	10	-1.107	0.040746723	-2.535	0.001081633	-0.857	0.438274989	-1.597	0.01672896
SYT1	10	0.025	0.637777255	0.006	0.813993737	0.187	0.735679481	0.054	0.881776659
SYT10	9	0.152	0.523291936	0.077	0.742178037	0.113	0.605350785	0.312	0.346928598
SYT11	10	0.011	0.864708964	-0.224	0.985122274	0.043	0.798443717	0.095	0.763339428
SYT12	10	-0.422	0.288479901	-1.099	0.065094524	-0.258	0.676267467	-0.200	0.846289268
SYT13	10	-0.135	0.983062911	-0.222	0.929755399	0.159	0.314280704	-0.299	0.93756704
SYT14	9	0.417	0.076985593	0.272	0.185973939	0.249	0.241491627	0.157	0.351161113
SYT15	8	-0.572	0.258333189	-1.059	0.008068267	-0.461	0.385226082	-0.165	0.387949926
SYT16	10	0.121	0.237378374	0.124	0.457895342	0.102	0.487783247	0.059	0.827624721
SYT17	10	-0.271	0.846383225	-1.041	0.457407265	0.069	0.495028864	-0.422	0.86813568
SYT2	10	-0.080	0.898733644	-0.599	0.601749039	-0.145	0.821449737	-0.388	0.977123193
SYT3	10	-0.259	0.996694944	-0.558	0.794574513	-0.085	0.940321428	-0.367	0.222034637
SYT4	10	0.005	0.726142253	0.244	0.336985671	0.403	0.364866285	0.188	0.063883619
SYT5	9	0.102	0.470659927	-0.118	0.867499071	-0.288	0.998626146	-0.052	0.819937774
SYT6	9	0.026	0.376671847	-0.339	0.664804454	0.020	0.861173605	-0.027	0.99575135
SYT7	10	-0.126	0.597488378	-0.183	0.868277944	-0.368	0.332461	-0.081	0.993975037
SYT8	10	-0.509	0.619233575	-1.709	0.515795959	-0.469	0.804492346	-0.625	0.788755128
SYT9	10	-0.248	0.824151073	-1.023	0.846429904	-0.126	0.84743931	-0.170	0.904310026
SYTL1	9	-0.539	0.271138656	-0.817	0.489652454	-0.099	0.906711359	-0.138	0.843649741
SYTL2	10	0.027	0.264403963	0.169	0.220124217	0.001	0.963141846	0.087	0.754675893
SYTL3	10	0.181	0.564620226	0.019	0.525579464	0.166	0.481633011	-0.267	0.7325033
SYTL4	9	0.194	0.57376911	0.433	0.167776485	0.117	0.48360467	0.270	0.289542341
SYTL5	9	0.311	0.164231293	0.583	0.026516944	0.217	0.412802201	0.191	0.607510352
SYVN1	10	-1.205	0.035007182	-1.601	0.061774206	-2.426	0.00010249	-1.970	0.01314285
SZRD1	10	-0.600	0.401972888	-0.745	0.160222312	-0.375	0.585906198	-0.874	0.287256632
SZT2	8	0.522	0.043815664	0.330	0.5901602	-0.295	0.927436862	-0.043	0.736105531
T	9	0.456	0.034868861	-0.388	0.925398231	0.075	0.946417481	0.153	0.678989954
TAAR1	10	0.298	0.137694574	0.429	0.065871659	0.412	0.124770692	0.282	0.633873273
TAAR2	9	0.319	0.083537754	0.404	0.009869349	0.026	0.83419635	0.195	0.56836206
TAAR5	9	0.104	0.752913644	-0.107	0.912199854	-0.154	0.618016551	-0.327	0.500549756
TAAR6	10	0.315	0.37062456	0.455	0.035701557	-0.109	0.940321428	0.220	0.606914145
TAAR8	10	0.212	0.30407845	0.369	0.302853944	0.030	0.752759938	0.046	0.977945685
TAB1	8	-0.367	0.60340627	-0.802	0.667810343	-0.337	0.616897373	-0.694	0.030982657
TAB2	9	0.055	0.669928474	0.347	0.236259952	0.188	0.717165985	-0.127	0.95676862
TAB3	9	0.069	0.808974086	0.268	0.232756739	0.253	0.310494045	0.028	0.614537242
TAC1	10	0.145	0.168892281	0.542	0.020143646	-0.011	0.449486989	-0.009	0.91737353
TAC3	8	-0.139	0.966264449	-0.998	0.613773731	-0.085	0.926637611	-0.245	0.959104169
TAC4	8	-0.071	0.666840029	-0.447	0.851445179	-0.525	0.605344693	-0.682	0.423163033
TACC1	10	-0.016	0.729181486	0.076	0.497585306	-0.299	0.901206046	0.077	0.891432254
TACC2	9	0.144	0.38062403	0.269	0.103470307	-0.009	0.99054112	0.099	0.644365197
TACC3	10	-1.637	6.12E-05	-1.411	0.00520143	-1.126	0.010105263	-0.410	0.785866768
TACO1	10	-0.194	0.409524307	-0.173	0.765906307	-0.999	0.009802393	-0.283	0.324516431
TACR1	10	-0.011	0.786893246	0.069	0.513526635	0.187	0.719776378	0.104	0.899618661
TACR2	8	-0.383	0.377618217	-1.444	0.004913163	-0.028	0.936825463	-0.502	0.564622652
TACR3	9	-0.401	0.392079275	-0.257	0.998313198	-0.351	0.749235964	-0.495	0.29357831
TACSTD2	10	0.133	0.274104072	0.021	0.832433466	0.165	0.616032446	-0.253	0.971908354
TADA1	10	-1.201	0.017081167	-0.850	0.393076777	-0.916	0.081831802	-0.864	0.086011825
TADA2A	9	-0.850	0.15468436	-0.287	0.768453117	-0.206	0.832976666	-0.088	0.606152239
TADA2B	10	-1.283	0.00292721	-1.244	0.006723716	-1.519	0.000312387	-0.875	0.032548675
TADA3	9	-1.335	0.021991176	-1.848	0.066294437	-1.530	0.039355505	-0.902	0.471635411
TAF1	10	-1.121	0.130506633	-2.015	0.002896046	-1.338	0.001488053	-1.288	0.000726913
TAF10	10	-0.966	0.041485612	-1.182	0.047209239	-2.141	0.000278795	-1.243	0.002299088
TAF11	10	-0.481	0.109291482	-0.496	0.437717616	-0.823	0.024216334	-0.626	0.239464171
TAF12	10	-0.875	0.365620621	-0.301	0.857355226	-1.147	0.380291891	-1.312	0.084058612
TAF13	10	-1.241	0.052444878	-1.646	0.002042748	-1.482	0.001155682	-1.241	0.018613364
TAF15	9	-1.146	0.046852313	-1.057	0.785578767	-0.833	0.543579543	-0.971	0.081480514
TAF1A	10	-1.034	0.26073356	-1.197	0.096197518	-1.430	0.004737631	-0.504	0.690019822
TAF1B	9	-1.055	0.236254668	-1.528	0.069553243	-1.164	0.056894741	-1.380	0.000741363
TAF1C	10	-1.642	0.001645662	-2.671	9.65E-05	-1.619	0.024376705	-1.288	0.001231669
TAF1D	9	-0.718	0.208899658	-1.106	0.113539425	-0.967	0.005395701	-0.511	0.088581973
TAF1L	9	0.112	0.345484116	-0.397	0.531846047	-0.177	0.583905859	-0.434	0.961754883
TAF2	9	-0.868	0.06404713	-1.511	0.102730978	-1.251	0.004899698	-1.892	0.002823259
TAF3	10	-1.260	0.102318612	-1.897	0.000454226	-2.324	0.005827713	-1.822	0.004694923
TAF4	9	-0.420	0.667533047	-0.976	0.081790063	-0.136	0.986848524	-0.789	0.196936411
TAF4B	10	-0.053	0.828222686	0.005	0.859494617	0.139	0.683523317	0.231	0.505654877
TAF5	9	-1.528	0.090338773	-2.288	0.055366386	-2.045	0.001125537	-1.432	0.016352419
TAF5L	9	-1.560	0.000321097	-1.054	0.429557492	-1.355	0.024696172	-1.023	0.013420098
TAF6	9	-2.010	0.010965109	-2.181	0.033767373	-1.807	0.033303634	-1.355	0.020046161
TAF6L	10	-1.149	0.002631261	-2.149	0.002985874	-1.637	0.001153895	-1.197	0.002492375
TAF7	10	-1.108	0.111315039	-1.396	0.338157623	-1.258	0.044207642	-1.087	0.135799153
TAF7L	9	0.081	0.478453314	0.183	0.508021085	0.257	0.741967323	0.115	0.905848342
TAF8	10	-1.083	0.018957889	-1.673	0.014646148	-0.515	0.03712801	-0.991	0.151473177
TAF9	10	0.104	0.854646006	-0.217	0.865685106	0.281	0.507169993	0.615	0.051423103
TAF9B	10	0.054	0.737576627	0.070	0.563008642	0.123	0.906402075	0.005	0.908278333
TAGAP	10	0.235	0.321089775	-0.150	0.966872868	0.315	0.340366304	-0.277	0.857523529
TAGLN	10	-0.398	0.789834412	-0.903	0.481592453	-0.651	0.477714397	-0.851	0.356777954
TAGLN2	9	-0.009	0.924037694	-0.119	0.931549979	-0.039	0.971860561	-0.088	0.99124204
TAGLN3	10	-0.062	0.708412612	0.264	0.391477543	0.148	0.687370808	0.119	0.760611344
TAL1	9	-0.638	0.239539833	-0.857	0.137779836	0.086	0.537204114	-0.394	0.995693473
TAL2	8	-0.116	0.913159304	0.108	0.640533956	0.076	0.956797989	0.146	0.756482491
TALDO1	9	-0.305	0.361724701	-0.811	0.187572407	-0.071	0.971231051	-0.290	0.680269108
TAMM41	10	-1.923	0.008171892	-1.439	0.053341385	-1.373	0.003656255	-0.453	0.106274559
TANC1	9	0.219	0.458473102	0.201	0.653144324	0.346	0.400568004	0.369	0.170270171
TANC2	10	-0.164	0.828104618	-0.049	0.918764162	-0.054	0.978722243	-0.313	0.679367751
TANGO2	10	-0.083	0.550047166	-1.788	0.025321288	0.035	0.912875898	-0.243	0.608541273
TANGO6	9	-2.334	0.0002284	-3.033	0.001866989	-2.067	0.000359498	-1.707	0.00655226
TANK	7	0.253	0.094856931	0.144	0.440906247	0.141	0.567625365	0.239	0.508159723
TAOK1	10	0.042	0.426771653	-0.199	0.989781143	-0.189	0.976348029	-0.103	0.995558976
TAOK2	10	-0.253	0.757319361	-0.496	0.764816506	-0.071	0.914991603	-0.074	0.939558431
TAOK3	9	-0.245	0.538463282	-0.407	0.669030044	-0.160	0.962262907	0.013	0.504377914
TAP1	9	-0.195	0.997402327	-1.057	0.941038668	0.355	0.329192607	-0.041	0.649439953
TAP2	10	-0.167	0.977620168	-0.023	0.792657526	0.123	0.922833384	0.125	0.492368673
TAPBP	9	0.101	0.501994222	-0.195	0.931215411	-0.054	0.994562631	0.180	0.7325033
TAPBPL	10	0.335	0.039149414	0.016	0.840341673	0.122	0.791128052	-0.035	0.97335414
TAPT1	10	0.116	0.455844604	0.535	0.009537844	0.548	0.098782685	0.406	0.29357831
TARBP1	9	0.011	0.947969743	-0.505	0.503062443	-0.056	0.99767924	0.152	0.754078946
TARBP2	10	-0.744	0.205348198	-1.449	0.041727667	-0.530	0.490888787	-0.313	0.390133697
TARDBP	9	-0.879	0.430950303	0.029	0.871216156	-0.666	0.69250791	-1.035	0.077263305
TARM1	10	0.296	0.306152162	-0.105	0.951784094	0.067	0.963141846	0.267	0.217085179
TARS	10	-2.408	0.000271299	-3.778	0.002032399	-2.088	0.000594405	-1.838	0.000309771
TARS2	9	-2.366	0.002352497	-2.917	0.000113799	-1.061	0.008639378	-1.313	0.000589095
TARSL2	9	0.013	0.874206316	-0.018	0.451319195	0.160	0.85801896	0.059	0.672627349
TAS1R1	9	-0.035	0.737576627	-0.806	0.3135137	-0.051	0.834510864	-0.545	0.115450091
TAS1R2	9	0.007	0.649224369	-0.206	0.886188221	-0.147	0.708392983	-0.488	0.203508729
TAS1R3	10	-0.601	0.260267936	-0.944	0.52232018	-0.337	0.905405097	-0.798	0.039292475
TAS2R1	9	0.270	0.235196216	0.063	0.836708781	0.155	0.718154248	0.348	0.292368253
TAS2R10	10	0.315	0.303376785	0.023	0.638467249	0.210	0.726083978	0.160	0.388999782
TAS2R13	10	0.033	0.309556124	0.179	0.461603211	0.153	0.555530023	0.011	0.256196324
TAS2R14	10	0.249	0.172787021	0.314	0.350114729	0.252	0.142863197	0.005	0.961517278
TAS2R16	10	0.294	0.290127313	0.240	0.367591975	0.322	0.223176049	0.408	0.109012162
TAS2R19	10	0.306	0.260197007	0.106	0.434284235	0.160	0.891204664	0.277	0.676626053
TAS2R20	9	0.331	0.092918258	0.480	0.078289453	0.141	0.521353418	0.066	0.614883429
TAS2R3	10	0.136	0.48602988	-0.096	0.633858015	0.066	0.881390481	0.304	0.203437509
TAS2R30	10	0.010	0.532305184	-0.330	0.965481546	0.481	0.055515121	-0.266	0.403586079
TAS2R31	9	0.081	0.406547326	0.049	0.71614641	0.029	0.922833384	-0.151	0.995693473
TAS2R38	10	0.339	0.118845285	0.122	0.683586446	0.267	0.385226082	-0.086	0.411357139
TAS2R39	9	0.201	0.57124238	-0.058	0.59394578	0.333	0.415109319	0.314	0.463461626
TAS2R4	10	-0.003	0.847918081	0.021	0.840302734	0.277	0.585283957	0.221	0.491349785
TAS2R40	10	0.419	0.035364283	0.240	0.20938598	0.600	0.001653446	0.337	0.126176014
TAS2R41	8	-0.061	0.829127924	-0.092	0.612430473	0.242	0.309847323	-0.011	0.942904466
TAS2R42	9	-0.057	0.793111653	-0.108	0.806550277	0.071	0.804492346	0.045	0.888817823
TAS2R43	10	0.366	0.12384087	0.653	0.084909841	0.069	0.782665651	0.220	0.112316418
TAS2R46	9	-0.175	0.90027358	-0.012	0.493727559	-0.305	0.735029335	-0.073	0.712177534
TAS2R5	10	-0.183	0.320616064	-0.323	0.917314435	-0.270	0.974547961	-0.345	0.680390466
TAS2R50	10	0.197	0.242995473	0.344	0.219105275	0.213	0.286957841	0.191	0.748209734
TAS2R60	9	-0.098	0.994392829	-0.445	0.377679273	0.006	0.941088066	-0.170	0.987972841
TAS2R7	10	0.287	0.146644129	0.541	0.004060169	0.270	0.371210915	0.371	0.303890581
TAS2R8	10	0.188	0.345638715	0.498	0.058045856	0.178	0.523590642	0.288	0.277056084
TAS2R9	10	0.282	0.298476331	0.542	0.027598038	0.249	0.718154248	0.316	0.43151154
TASP1	9	0.131	0.728522246	-0.023	0.971812053	0.104	0.886002485	0.188	0.678989954
TAT	10	-0.009	0.69752247	-0.150	0.97194422	0.260	0.4090464	0.099	0.888817823
TATDN1	9	-0.253	0.938713704	0.045	0.584912659	0.201	0.327236297	0.263	0.253907427
TATDN2	8	-0.058	0.933132071	-0.948	0.322268634	-0.114	0.97783415	0.106	0.842050835
TATDN3	10	-0.006	0.742293896	-0.201	0.622233036	0.013	0.991270796	0.231	0.491382136
TAX1BP1	10	-0.131	0.297646342	0.101	0.361972515	0.105	0.662369604	-0.106	0.956878582
TAX1BP3	9	0.248	0.303271579	0.159	0.440906247	0.111	0.693367347	-0.223	0.253204729
TAZ	10	-2.339	0.000100835	-1.875	0.000834688	-2.634	5.58E-05	-0.097	0.996676083
TBATA	10	-0.495	0.784556727	-2.149	0.048889406	-0.436	0.952265507	-0.639	0.717235881
TBC1D1	8	0.053	0.765493572	0.184	0.648987511	0.150	0.593364165	0.522	0.223589302
TBC1D10A	9	-0.371	0.646437082	-0.743	0.897105943	0.111	0.886002485	-0.036	0.942904466
TBC1D10B	10	-0.162	0.519214935	-0.100	0.807666819	-0.152	0.821449737	0.174	0.428324334
TBC1D10C	8	-0.569	0.691145644	-0.724	0.607790053	-0.148	0.986827795	-0.159	0.629338918
TBC1D12	10	0.181	0.179677498	-0.061	0.893529464	0.043	0.78912377	-0.120	0.558825461
TBC1D13	10	0.102	0.383605934	0.106	0.843148982	-0.066	0.889596589	-0.277	0.695002913
TBC1D14	9	0.038	0.551504942	0.657	0.027556947	-0.067	0.857090983	-0.142	0.622439536
TBC1D15	9	0.124	0.687318751	0.361	0.11926626	-0.124	0.994073369	0.387	0.303643477
TBC1D16	9	-0.523	0.502328651	-1.155	0.557577893	-0.613	0.818586489	-0.628	0.874626214
TBC1D17	9	-1.170	0.472934439	-1.343	0.331401053	-0.843	0.383548663	-1.383	0.038015349
TBC1D19	8	-0.109	0.969960759	0.398	0.327076824	0.084	0.945814575	0.512	0.193548686
TBC1D2	10	-0.286	0.973998742	-1.091	0.046106646	-0.396	0.774878494	-0.029	0.891432254
TBC1D20	8	0.111	0.261751567	0.244	0.606877858	0.435	0.331267187	0.131	0.673476714
TBC1D21	10	-0.538	0.056896067	-0.175	0.684722582	0.015	0.952853389	-0.269	0.904396069
TBC1D22A	8	-0.027	0.221151848	0.132	0.55134012	0.348	0.427480996	0.415	0.235046487
TBC1D22B	10	-0.300	0.893805829	0.144	0.367591975	-0.127	0.608347547	0.014	0.974584682
TBC1D23	10	-0.079	0.814745918	-0.154	0.934738248	-0.320	0.404447156	-0.064	0.980870365
TBC1D24	10	-0.486	0.938015629	-0.438	0.085561752	-0.423	0.799778464	-0.698	0.629338918
TBC1D25	10	-0.345	0.884363681	-0.548	0.440906247	-0.261	0.911699008	-0.386	0.968276551
TBC1D26	10	0.090	0.151918238	-0.378	0.362024211	0.230	0.441927741	0.025	0.35397194
TBC1D28	10	-0.108	0.954674674	-0.336	0.864153513	0.006	0.869915115	-0.086	0.720515025
TBC1D29	10	-0.019	0.928614195	0.151	0.239498668	-0.329	0.765773416	-0.157	0.533464716
TBC1D2B	8	-0.448	0.690868485	-0.005	0.902602695	0.338	0.314184736	-0.137	0.608544002
TBC1D3	10	-2.221	0.002178358	-2.106	0.008095609	-1.619	0.001007124	-1.799	0.000298245
TBC1D30	8	0.278	0.180028597	-0.043	0.910616795	0.137	0.907446258	0.207	0.823558896
TBC1D31	10	-0.135	0.736808542	-1.847	0.015069697	0.061	0.769374576	0.220	0.77781017
TBC1D32	10	-0.149	0.928043143	-0.094	0.906190808	0.233	0.140879657	0.239	0.242474029
TBC1D3B	10	-1.907	0.002178358	-1.754	0.040708756	-1.064	0.0225753	-1.958	0.000677707
TBC1D3C	10	-2.201	0.002178358	-2.314	0.040708756	-1.440	0.000344949	-2.099	0.000677707
TBC1D3F	10	-2.264	0.002178358	-2.074	0.008095609	-1.716	0.000893851	-1.565	0.00064343
TBC1D3G	10	-1.822	0.017479923	-1.589	0.160458227	-1.566	0.00371232	-1.568	0.006257922
TBC1D3H	10	-2.015	0.074251808	-1.688	0.253208754	-1.437	0.032169594	-1.781	0.006058529
TBC1D4	10	0.054	0.811179746	0.156	0.766778411	-0.080	0.7378281	0.169	0.847554663
TBC1D5	10	-0.522	0.236170265	-0.381	0.284243163	0.046	0.84627346	-0.131	0.940795267
TBC1D7	9	0.722	0.000428537	0.405	0.215709492	0.243	0.204184024	0.307	0.411198346
TBC1D8	8	-0.424	0.242995473	-0.715	0.270996019	-0.319	0.832859956	-0.171	0.995522684
TBC1D8B	10	0.002	0.948172413	0.359	0.165297794	-0.214	0.998175766	0.029	0.898452302
TBC1D9	9	-0.125	0.733182062	0.153	0.280122508	0.181	0.689883634	-0.046	0.887231505
TBC1D9B	10	-0.174	0.983835387	-0.681	0.171795638	0.084	0.619579946	-0.389	0.21833414
TBCA	10	-1.539	0.002808782	-1.765	0.004666095	-0.684	0.458418488	-0.468	0.614356695
TBCB	10	-2.338	0.004781235	-2.630	0.002460749	-1.781	0.040793203	-1.133	0.013980273
TBCC	10	-2.755	0.004134929	-3.945	0.000759554	-2.993	0.002096311	-2.376	0.002976513
TBCCD1	10	-0.053	0.800227231	0.151	0.260675277	0.073	0.979291716	-0.095	0.924128933
TBCD	10	-1.417	0.001637071	-2.635	0.002192652	-1.915	0.00114503	-1.329	0.003791217
TBCE	10	-1.288	0.031975461	-1.791	0.144531406	-1.067	0.02234547	-0.827	0.072952449
TBCEL	10	0.258	0.422511477	0.606	0.02126747	0.288	0.337480873	0.322	0.238261718
TBCK	9	-0.405	0.654974979	-0.409	0.939105583	0.097	0.573743942	-0.168	0.773134272
TBK1	10	-0.046	0.46439828	0.190	0.498789037	0.326	0.4090464	0.603	0.003858481
TBKBP1	10	-0.350	0.160030601	-1.095	0.074509294	-0.483	0.251927303	-0.483	0.323037266
TBL1X	9	0.035	0.461181877	0.190	0.63734272	-0.022	0.998786865	-0.155	0.874626214
TBL1XR1	10	0.015	0.663481098	-1.307	0.151482828	-0.582	0.598939936	-0.721	0.067013407
TBL1Y	10	0.352	0.228251161	0.517	0.043837339	0.295	0.548254613	0.263	0.204932301
TBL2	10	-0.005	0.950061732	-0.373	0.6764523	-0.331	0.593195241	-0.189	0.718825463
TBL3	9	-2.024	0.002310003	-3.805	0.001412954	-2.709	6.20E-05	-1.096	0.004948985
TBP	10	-0.603	0.229504195	-1.264	0.559612243	-0.952	0.20644562	-1.032	0.002377692
TBPL1	10	0.244	0.185605027	0.347	0.453500183	0.233	0.483831951	0.391	0.115330594
TBPL2	10	-0.300	0.472899557	-0.243	0.974647163	0.009	0.4090464	-0.021	0.961754883
TBR1	9	-0.151	0.882572335	-0.531	0.156834389	-0.027	0.832900396	-0.074	0.871086902
TBRG1	10	0.036	0.629720839	-0.063	0.741149246	0.029	0.922833384	0.086	0.792735426
TBRG4	10	-1.041	0.145294111	-0.719	0.72986829	-0.666	0.073698103	-1.138	0.044770109
TBX1	8	0.067	0.576570469	-1.190	0.072601164	-0.171	0.605817358	-0.229	0.876337311
TBX10	10	-0.019	0.776905921	-0.367	0.636767709	0.148	0.633808274	0.134	0.851199846
TBX15	9	0.064	0.791853685	-0.037	0.725664285	0.021	0.930280364	0.132	0.232727532
TBX18	9	0.022	0.583705049	-0.295	0.88818106	0.274	0.714625829	0.147	0.576963713
TBX19	10	-0.094	0.836354434	-0.087	0.82564169	0.091	0.856570389	-0.160	0.966360253
TBX2	8	-0.105	0.906165564	-1.191	0.220712428	-0.332	0.609091074	-0.308	0.775427483
TBX20	9	0.056	0.716090668	-0.276	0.690833233	0.013	0.546108009	-0.305	0.349296809
TBX21	10	-0.025	0.819161086	-0.374	0.860213353	-0.114	0.823938668	-0.195	0.822829631
TBX22	10	0.214	0.199922123	0.285	0.166885701	-0.004	0.990971919	0.180	0.609217366
TBX3	9	0.191	0.326229382	-0.040	0.787897422	0.526	0.295216078	0.424	0.128771798
TBX4	10	-0.035	0.069521134	-0.489	0.736613162	0.045	0.817182322	-0.110	0.58996057
TBX5	9	0.066	0.259535584	-0.249	0.619037146	-0.352	0.65933008	-0.652	0.918576151
TBX6	10	-0.318	0.544780103	0.005	0.875512363	-0.218	0.733387906	-0.245	0.196345788
TBXA2R	9	-0.584	0.988464793	-1.434	0.450548335	-0.691	0.999981366	-0.736	0.993840241
TBXAS1	10	0.380	0.184006459	-0.553	0.109728326	0.403	0.575310259	0.137	0.773134272
TC2N	9	0.401	0.154358942	0.355	0.227329676	0.328	0.405489506	0.406	0.190120412
TCAIM	10	0.075	0.637777255	-0.290	0.641772629	0.043	0.875272196	0.175	0.329440817
TCAP	9	0.116	0.752985685	-0.210	0.894840031	-0.059	0.512470695	0.074	0.779781061
TCEA1	10	-0.898	0.031279846	-1.548	0.019955391	0.002	0.843645461	0.250	0.565271187
TCEA2	10	-0.071	0.964572508	-0.117	0.513526635	0.105	0.791153727	-0.031	0.736105531
